ticker,as_of,kind,holder,shares,value,pct_held,pct_change
DDOG,2026-06-30,fund,Fidelity Select Portfolios-Technology Portfolio,3060676,781880311,0.0091,0.0508
SNOW,2026-06-30,institution,Blackrock Inc.,31405420,10329871168,0.09060001,0.123100005
SNOW,2026-06-30,institution,Vanguard Capital Management LLC,15066218,4955580626,0.0435,0.0195
SNOW,2026-06-30,institution,Vanguard Portfolio Management LLC,12878536,4236008234,0.0372,0.0028
SNOW,2026-06-30,institution,JPMORGAN CHASE & CO,9218816,3032253082,0.026600001,-0.1759
SNOW,2026-06-30,institution,State Street Corporation,7957874,2617504022,0.023,0.0385
SNOW,2026-06-30,institution,"FMR, LLC",7653175,2517282423,0.0221,-0.2879
SNOW,2026-06-30,institution,"Geode Capital Management, LLC",6416309,2110452442,0.0185,0.33580002
SNOW,2026-06-30,institution,Jennison Associates LLC,6340455,2085502543,0.0183,-0.115
SNOW,2026-03-31,institution,"Wellington Management Group, LLP",5347668,1758955030,0.0154,0.78080004
SNOW,2026-03-31,institution,"AQR Capital Management, LLC",4912588,1615848510,0.014199999,0.4992
SNOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,10326491,3396589558,0.0298,0.020399999
SNOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,3819661,1256362947,0.011,0.0461
SNOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,3720352,1223698229,0.0107,0.0178
SNOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,3510426,1154649367,0.0101,0.0022
SNOW,2026-05-31,fund,VANGUARD WELLINGTON FUND,2827344,929970026,0.0082,0.674
SNOW,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,2417864,795283859,0.0069999998,0.0036000002
SNOW,2026-06-30,fund,Fidelity Select Portfolios-Technology Portfolio,2338213,769085051,0.0067000003,0.0682
SNOW,2026-06-30,fund,iShares Trust-iShares Russell Mid-Cap Growth ETF,1968077,647339913,0.0057,1.0
SNOW,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity Extended Market Index Fund,1762941,579866577,0.0050999997,-0.00090000004
SNOW,2026-06-30,fund,JANUS INVESTMENT FUND-Janus Henderson Research Fund,1617327,531971218,0.0047,0.3143
MDB,2026-06-30,institution,Blackrock Inc.,6342387,2919590922,0.0789,0.1078
MDB,2026-06-30,institution,Vanguard Portfolio Management LLC,4478068,2061388982,0.0557,-0.0052
MDB,2026-06-30,institution,"FMR, LLC",3660780,1685166808,0.045500003,0.66940004
MDB,2026-06-30,institution,Vanguard Capital Management LLC,3500977,1611604695,0.0435,-0.0050999997
MDB,2026-03-31,institution,Price (T.Rowe) Associates Inc,2092486,963234052,0.025999999,0.1221
MDB,2026-03-31,institution,"Dz Bank Ag Deutsche Zentral Genossenschafts Bank, Frankfurt Am Main",1953175,899105021,0.024300002,0.6464
MDB,2026-06-30,institution,State Street Corporation,1934054,890303051,0.024,0.048800003
MDB,2026-06-30,institution,"Geode Capital Management, LLC",1554896,715765254,0.019299999,0.0177
MDB,2026-06-30,institution,NORGES BANK,1404430,646501243,0.0175,0.0254
MDB,2026-03-31,institution,"AQR Capital Management, LLC",1312130,604012785,0.0163,1.2771
MDB,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,2460192,1132500150,0.0306,0.0150999995
MDB,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,1669889,768699980,0.0208,-0.0074
MDB,2026-06-30,fund,Fidelity Select Portfolios-Technology Portfolio,1370786,631013900,0.017,0.0923
MDB,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,1016573,467959035,0.0126,0.0436
MDB,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,908494,418207030,0.0113,0.0361
MDB,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,796802,366791853,0.0099,-0.0341
MDB,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,588118,270728351,0.0073,-0.090299994
MDB,2026-03-31,fund,VANGUARD HORIZON FUNDS-Vanguard Capital Opportunity Fund,512588,235959627,0.0064,-0.0242
MDB,2026-06-30,fund,NEW PERSPECTIVE FUND,500000,230164993,0.0062,0.0
MDB,2026-03-31,fund,"T. Rowe Price Equity Funds, Inc.-T. Rowe Price Large-Cap Growth Fund",475229,218762159,0.0058999998,0.1336
NET,2026-06-30,institution,Capital World Investors,24325692,7681566990,0.0757,0.0699
NET,2026-06-30,institution,Blackrock Inc.,21598907,6820502826,0.0672,0.0239
NET,2026-06-30,institution,Vanguard Portfolio Management LLC,16819726,5311333055,0.052399997,0.048600003
NET,2026-06-30,institution,Morgan Stanley,15258327,4818274481,0.0475,-0.039300002
NET,2026-06-30,institution,BAILLIE GIFFORD & CO,14598594,4609943995,0.045500003,-0.0833
NET,2026-06-30,institution,Vanguard Capital Management LLC,14430365,4556820642,0.044899996,0.0521
NET,2026-06-30,institution,"FMR, LLC",12655471,3996344616,0.0394,-0.066700004
NET,2026-06-30,institution,Capital International Investors,10981005,3467581745,0.0342,0.0081
NET,2026-06-30,institution,State Street Corporation,7420765,2343329162,0.0231,0.0337
NET,2026-06-30,institution,"Geode Capital Management, LLC",5963905,1883281913,0.0186,-0.0049
NET,2026-06-30,fund,Growth Fund of America,15816291,4994468352,0.049200002,0.038900003
NET,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,9582204,3025868367,0.0298,0.0176
NET,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,6515570,2057486686,0.020299999,-0.0005
NET,2026-06-30,fund,NEW PERSPECTIVE FUND,5744708,1814063885,0.0179,0.0736
NET,2026-06-30,fund,AMERICAN FUNDS INSURANCE SERIES-Growth Fund,3603033,1137765756,0.0112,-0.0084
NET,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,3541852,1118446020,0.011,0.0425
NET,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,3451598,1089945612,0.0107,-0.0037
NET,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard U.S. Growth Fund,2528224,798362571,0.007900001,-0.18180001
NET,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,2423658,765342720,0.0075,0.0036000002
NET,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,2294738,724632362,0.0070999996,-0.084
ZS,2026-06-30,institution,Blackrock Inc.,9890384,1815874562,0.0612,0.1543
ZS,2026-06-30,institution,Vanguard Portfolio Management LLC,6196726,1137718931,0.0383,0.044899996
ZS,2026-06-30,institution,Vanguard Capital Management LLC,4721393,866847783,0.0292,0.012999999
ZS,2026-03-31,institution,Invesco Ltd.,4306572,790686645,0.026600001,-0.1476
ZS,2026-06-30,institution,First Trust Advisors LP,3529213,647963528,0.0218,0.003
ZS,2026-03-31,institution,Goldman Sachs Group Inc,2924939,537018818,0.018099999,0.2125
ZS,2026-06-30,institution,State Street Corporation,2493672,457838194,0.0154,0.0458
ZS,2026-06-30,institution,Pictet Asset Management Holding SA,2104621,386408428,0.012999999,0.0958
ZS,2026-06-30,institution,"Geode Capital Management, LLC",2090724,383856939,0.0128999995,0.0018000001
ZS,2026-03-31,institution,Price (T.Rowe) Associates Inc,1749210,321154966,0.0108,-0.32
ZS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,3323521,610198475,0.020599999,0.0196
ZS,2026-05-31,fund,First TRT Exch-Trd Fd. II-First TRT NASDAQ Cybersecurity ETF,2517884,462283517,0.0156,0.0179
ZS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,2257176,414417527,0.0139999995,0.0005
ZS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,1434862,263440671,0.0089,0.0513
ZS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,1139157,209149232,0.0069999998,0.0437
ZS,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,970581,178198677,0.006,0.0036000002
ZS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,794944,145951723,0.0049,-0.0832
ZS,2026-03-31,fund,"T. Rowe Price Mid-Cap Growth Fund, Inc.",794660,145899580,0.0049,-0.1267
ZS,2026-03-31,fund,-Victory Pioneer Fund,719529,132105528,0.0044,1.0
ZS,2026-06-30,fund,iShares Trust-iShares Russell Mid-Cap Growth ETF,614404,112804578,0.0038,-0.0728
CRM,2026-06-30,institution,Blackrock Inc.,72748909,14274063923,0.0888,-0.0871
CRM,2026-06-30,institution,Vanguard Capital Management LLC,52065228,10215718735,0.0636,-0.1225
CRM,2026-06-30,institution,State Street Corporation,44869478,8803840579,0.0548,-0.0834
CRM,2026-06-30,institution,Morgan Stanley,23311316,4573913468,0.028499998,-0.2641
CRM,2026-06-30,institution,"Geode Capital Management, LLC",19814297,3887763347,0.0242,-0.108500004
CRM,2026-06-30,institution,Vanguard Portfolio Management LLC,16104722,3159907611,0.0197,-0.1707
CRM,2026-03-31,institution,Harris Associates L.P.,14917993,2927059506,0.0182,0.5236
CRM,2026-06-30,institution,"Arrowstreet Capital, Limited Partnership",13278612,2605396549,0.0162,0.048899997
CRM,2026-06-30,institution,Capital Research Global Investors,11742835,2304061734,0.0143,-0.1432
CRM,2026-03-31,institution,Bank of America Corporation,11724790,2300521124,0.0143,0.2796
CRM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,28267928,5546450342,0.0345,-0.0054
CRM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,23808254,4671417677,0.0291,-0.0082
CRM,2026-06-30,fund,iShares Trust-iShares Core S&P 500 ETF,11288961,2215007113,0.0138,-0.0855
CRM,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity 500 Index Fund,10494245,2059075881,0.0128,-0.1248
CRM,2026-06-30,fund,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,9887084,1939944818,0.0121,-0.125
CRM,2026-06-30,fund,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,6455184,1266571695,0.007900001,-0.1112
CRM,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,6248194,1225958186,0.0076,-0.025999999
CRM,2026-04-30,fund,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,6143112,1205340046,0.0075,0.203
CRM,2026-03-31,fund,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,5283225,1036621612,0.0064999997,-0.033
CRM,2026-06-30,fund,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRT-State Street SPDR Dow Jones ,5097433,1000167363,0.0062,-0.054899998
ADBE,2026-06-30,institution,Blackrock Inc.,41156085,10866029109,0.1035,0.0085
ADBE,2026-06-30,institution,Vanguard Capital Management LLC,26405210,6971503254,0.0664,-0.010299999
ADBE,2026-06-30,institution,State Street Corporation,20515508,5416504196,0.051599998,0.030199999
ADBE,2026-03-31,institution,Invesco Ltd.,14126834,3729766557,0.0355,-0.0273
ADBE,2026-06-30,institution,"Geode Capital Management, LLC",11615763,3066793619,0.0292,-0.0095
ADBE,2026-06-30,institution,Vanguard Portfolio Management LLC,9363848,2472243046,0.023599999,-0.061
ADBE,2026-06-30,institution,"Arrowstreet Capital, Limited Partnership",6787022,1791909473,0.0171,-0.0008
ADBE,2026-06-30,institution,Morgan Stanley,5390521,1423205295,0.0136,-0.0505
ADBE,2026-06-30,institution,Amundi,5242464,1384115287,0.013200001,0.1097
ADBE,2026-06-30,institution,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",5045547,1332125263,0.0127,0.0038
ADBE,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,13034727,3441428479,0.0328,-0.0088
ADBE,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,10429575,2753616276,0.026199998,-0.0119
ADBE,2026-06-30,fund,"Invesco QQQ Trust, Series 1",8580026,2265298370,0.0216,-0.0287
ADBE,2026-06-30,fund,iShares Trust-iShares Core S&P 500 ETF,5577599,1472597626,0.0139999995,0.0313
ADBE,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity 500 Index Fund,5185201,1368996711,0.012999999,-0.0128999995
ADBE,2026-06-30,fund,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,4885117,1289768536,0.0123000005,-0.0127
ADBE,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,4505672,1189587471,0.0113,-0.012
ADBE,2026-06-30,fund,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,3189489,842088850,0.008,0.0023999999
ADBE,2026-03-31,fund,VANGUARD CHESTER FUNDS-Vanguard PRIMECAP Fund,3098357,818028181,0.0078,0.21139999
ADBE,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,2983490,787700997,0.0075,0.0036000002
NOW,2026-06-30,institution,Blackrock Inc.,96057763,11911162612,0.0929,-0.0148
NOW,2026-06-30,institution,Vanguard Capital Management LLC,67351838,8351627912,0.0651,-0.0092
NOW,2026-06-30,institution,State Street Corporation,49038218,6080739032,0.047399998,0.020399999
NOW,2026-03-31,institution,Price (T.Rowe) Associates Inc,34109888,4229626112,0.033,0.0529
NOW,2026-06-30,institution,Morgan Stanley,26630984,3302242016,0.025799999,0.14060001
NOW,2026-06-30,institution,Vanguard Portfolio Management LLC,25184743,3122908132,0.024400001,0.0005
NOW,2026-06-30,institution,"Geode Capital Management, LLC",24274498,3010037752,0.0235,-0.0061000003
NOW,2026-06-30,institution,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",16638071,2063120804,0.0161,0.16549999
NOW,2026-06-30,institution,JPMORGAN CHASE & CO,13949279,1729710596,0.0135,-0.55
NOW,2026-06-30,institution,NORGES BANK,12458091,1544803284,0.012,-0.0557
NOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,33217378,4118954872,0.0321,0.019
NOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,26581865,3296151260,0.0257,0.0161
NOW,2026-06-30,fund,iShares Trust-iShares Core S&P 500 ETF,14230286,1764555464,0.0138,0.0326
NOW,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity 500 Index Fund,13229932,1640511568,0.0128,-0.0116
NOW,2026-06-30,fund,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,12464961,1545655164,0.0121,-0.0123000005
NOW,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,11428948,1417189552,0.0111,0.0194
NOW,2026-06-30,fund,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,8137881,1009097244,0.007900001,0.0037
NOW,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,7101089,880535036,0.0069,0.0036000002
NOW,2026-03-31,fund,"T. Rowe Price Blue Chip Growth Fund, Inc.",6130754,760213496,0.0058999998,-0.060900003
NOW,2026-03-31,fund,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,5897825,731330300,0.0057,-0.0094
INTU,2026-06-30,institution,Blackrock Inc.,26252335,9074382212,0.096,0.0305
INTU,2026-06-30,institution,Vanguard Capital Management LLC,17958464,6207522732,0.0657,-0.0067000003
INTU,2026-06-30,institution,State Street Corporation,13289484,4593643088,0.048600003,0.0253
INTU,2026-03-31,institution,Invesco Ltd.,10339030,3573789147,0.0378,0.0654
INTU,2026-06-30,institution,Corient Private Wealth LP,8595932,2971269886,0.031400003,67.3704
INTU,2026-06-30,institution,Vanguard Portfolio Management LLC,8568625,2961830948,0.0313,0.0347
INTU,2026-06-30,institution,"Geode Capital Management, LLC",6934202,2396876288,0.0254,0.0209
INTU,2026-03-31,institution,Price (T.Rowe) Associates Inc,5395374,1864964996,0.0197,-0.0784
INTU,2026-06-30,institution,NORGES BANK,5375785,1858193862,0.0197,0.16430001
INTU,2026-06-30,institution,FIL LTD,5077870,1755216562,0.0186,1.7414
INTU,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,8837071,3054621994,0.0323,0.0106
INTU,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,7070519,2443995623,0.025799999,0.0057
INTU,2026-06-30,fund,"Invesco QQQ Trust, Series 1",5806423,2007048195,0.0212,-0.0312
INTU,2026-06-30,fund,iShares Trust-iShares Core S&P 500 ETF,3816446,1319192738,0.0139999995,0.040999997
INTU,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity 500 Index Fund,3547667,1226286588,0.012999999,-0.0038
INTU,2026-06-30,fund,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,3342297,1155298393,0.012200001,-0.0037
INTU,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,3037145,1049819551,0.0111,0.0119
INTU,2026-06-30,fund,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,2182213,754303753,0.008,0.0117
INTU,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,1917364,662756047,0.0069999998,0.0036000002
INTU,2026-03-31,fund,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,1569031,542351261,0.0057,-0.0194
WDAY,2026-06-30,institution,Blackrock Inc.,21126013,4197316108,0.1346,0.0521
WDAY,2026-06-30,institution,Vanguard Capital Management LLC,13220374,2626623809,0.0842,-0.044299997
WDAY,2026-06-30,institution,Vanguard Portfolio Management LLC,11176693,2220585283,0.0712,-0.0396
WDAY,2026-03-31,institution,"Hotchkis & Wiley Capital Management, LLC",10655733,2117080954,0.0679,0.5769
WDAY,2026-06-30,institution,State Street Corporation,9570551,1901477002,0.061,0.0034999999
WDAY,2026-06-30,institution,"First Eagle Investment Management, LLC",8824517,1753254972,0.056199998,0.1598
WDAY,2026-03-31,institution,Eagle Capital Management LLC,8707006,1729907888,0.0555,0.1494
WDAY,2026-03-31,institution,Invesco Ltd.,7751763,1540120216,0.0494,0.056500003
WDAY,2026-06-30,institution,"Geode Capital Management, LLC",5904641,1173134030,0.0376,0.1437
WDAY,2026-03-31,institution,Goldman Sachs Group Inc,3944450,783683297,0.0251,1.9636999
WDAY,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,6755742,1342230771,0.043,0.009
WDAY,2026-04-30,fund,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,6227957,1237370451,0.0397,0.44509998
WDAY,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,5412313,1075318307,0.0345,-0.011
WDAY,2026-04-30,fund,First Eagle Funds-First Eagle Global Fund,5355997,1064129444,0.0341,0.3707
WDAY,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,4600111,913950019,0.0293,0.98480004
WDAY,2026-06-30,fund,"Invesco QQQ Trust, Series 1",4266660,847699977,0.0272,-0.077800006
WDAY,2026-06-30,fund,iShares Trust-iShares Core S&P 500 ETF,2810427,558375615,0.0179,0.0015
WDAY,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,2603132,517190246,0.0166,0.0274
WDAY,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity 500 Index Fund,2613279,519206252,0.0166,-0.041300002
WDAY,2026-06-30,fund,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,2462031,489156301,0.015700001,-0.038399998
TEAM,2026-06-30,institution,Blackrock Inc.,12747664,2067926069,0.0799,0.1043
TEAM,2026-06-30,institution,Vanguard Portfolio Management LLC,9968285,1617055204,0.0624,0.0075
TEAM,2026-06-30,institution,DnB Asset Management AS,9830768,1594747196,0.0616,0.21700001
TEAM,2026-06-30,institution,GQG Partners LLC,7658413,1242347766,0.048,1.0
TEAM,2026-06-30,institution,Vanguard Capital Management LLC,7217901,1170887909,0.0452,-0.0507
TEAM,2026-06-30,institution,Pictet Asset Management Holding SA,5474077,888004777,0.0343,0.088
TEAM,2026-03-31,institution,Invesco Ltd.,4680276,759234378,0.0293,-0.0559
TEAM,2026-06-30,institution,State Street Corporation,4675073,758390347,0.0293,0.1469
TEAM,2026-03-31,institution,"Two Sigma Investments, LP",4647650,753941788,0.0291,4.0823
TEAM,2026-06-30,institution,Morgan Stanley,4188687,679488810,0.026199998,-0.0106
TEAM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,5389757,874326387,0.033800002,0.0201
TEAM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,3663130,594232953,0.0229,0.0015
TEAM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,2442993,396302327,0.0153,0.1182
TEAM,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard International Growth Fund,2326280,377369144,0.0146,-0.0332
TEAM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,1893466,307158056,0.0119,0.0456
TEAM,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,1718381,278755767,0.0108,0.0036000002
TEAM,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,1290073,209275643,0.0081,-0.082200006
TEAM,2026-05-31,fund,Columbia Fd.s Series TRT II-Columbia Seligman Technology and Informati,1271659,206288524,0.008,1.0
TEAM,2026-03-31,fund,"T. Rowe Price Mid-Cap Growth Fund, Inc.",1108740,179859804,0.0069,0.2275
TEAM,2026-06-30,fund,iShares Trust-iShares Russell Mid-Cap Growth ETF,993012,161086407,0.0062,1.0
HUBS,2026-03-31,institution,Price (T.Rowe) Associates Inc,4605897,1032365750,0.0924,0.0052
HUBS,2026-06-30,institution,Blackrock Inc.,3459461,775403586,0.0694,-0.1559
HUBS,2026-06-30,institution,Vanguard Portfolio Management LLC,2511352,562894435,0.0504,-0.1223
HUBS,2026-06-30,institution,Vanguard Capital Management LLC,2226554,499059812,0.044699997,-0.0198
HUBS,2026-06-30,institution,"FMR, LLC",1692362,379326017,0.0339,-0.032
HUBS,2026-06-30,institution,Pictet Asset Management Holding SA,1655750,371119803,0.0332,-0.2433
HUBS,2026-03-31,institution,"AQR Capital Management, LLC",1628169,364937798,0.0327,0.3694
HUBS,2026-03-31,institution,"Two Sigma Investments, LP",1344621,301383350,0.027,5.5612
HUBS,2026-06-30,institution,"Arrowstreet Capital, Limited Partnership",1320054,295876902,0.026500002,0.4609
HUBS,2026-06-30,institution,STATE OF MICHIGAN RETIREMENT SYSTEM,1188887,266477131,0.0238,10.1738
HUBS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,1586120,355512935,0.0318,0.0139999995
HUBS,2026-03-31,fund,"T. Rowe Price Equity Funds, Inc.-T. Rowe Price Large-Cap Growth Fund",723386,162139737,0.0145000005,-0.0694
HUBS,2026-06-30,fund,Growth Fund of America,652028,146145555,0.013099999,0.0
HUBS,2026-06-30,fund,Fidelity Select Portfolios-Technology Portfolio,644379,144431108,0.0128999995,0.0
HUBS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,588751,131962648,0.0117999995,0.0427
HUBS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,577621,129467970,0.0116,1.0
HUBS,2026-05-31,fund,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,544599,122066419,0.0109,0.0036000002
HUBS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,540839,121223653,0.0108,-0.5007
HUBS,2026-03-31,fund,-Price (T.Rowe) Large Cap Growth Trust,465667,104374601,0.0093,-0.0842
HUBS,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,449675,100790154,0.009,-0.35860002
VEEV,2026-06-30,institution,Blackrock Inc.,12862503,3135235106,0.0792,0.112799995
VEEV,2026-06-30,institution,Vanguard Capital Management LLC,9692862,2362635112,0.059699997,0.45310003
VEEV,2026-06-30,institution,Vanguard Portfolio Management LLC,7414743,1807343606,0.0456,0.0052
VEEV,2026-06-30,institution,State Street Corporation,6706909,1634809068,0.041300002,0.8586
VEEV,2026-03-31,institution,Alliancebernstein L.P.,6271098,1528580137,0.038599998,0.073
VEEV,2026-06-30,institution,"Principal Financial Group, Inc.",4979210,1213682437,0.0307,0.2023
VEEV,2026-03-31,institution,Linonia Partnership LP,4924626,1200377587,0.030299999,0.75879997
VEEV,2026-06-30,institution,"Geode Capital Management, LLC",4508933,1099052418,0.0278,0.36110002
VEEV,2026-03-31,institution,"T. Rowe Price Investment Management, Inc.",3405594,830113537,0.021,-0.050100002
VEEV,2026-03-31,institution,"AQR Capital Management, LLC",2596865,632985843,0.016,0.1461
VEEV,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,4701273,1145935293,0.028900001,0.0093
VEEV,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,3195065,778797093,0.0197,-0.0078
VEEV,2026-04-30,fund,"Principal Funds, Inc-MidCap Fund",2919015,711509906,0.018,0.14
VEEV,2026-06-30,fund,iShares Trust-iShares Core S&P 500 ETF,2071428,504910575,0.0128,0.0401
VEEV,2026-06-30,fund,Fidelity Concord Street Trust-Fidelity 500 Index Fund,1926081,469482243,0.0119,-0.0047999998
VEEV,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,1836671,447688556,0.0113,0.0053
VEEV,2026-06-30,fund,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,1814613,442311918,0.0112,-0.0046
VEEV,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,1687875,411419531,0.0104,0.039
VEEV,2026-03-31,fund,"T. Rowe Price Mid-Cap Growth Fund, Inc.",1611260,392744625,0.0099,-0.050100002
VEEV,2026-06-30,fund,VanEck ETF Trust-VanEck Morningstar Wide Moat ETF,1575069,383923068,0.0097,1.0771
ADSK,2026-06-30,institution,Blackrock Inc.,24837233,6250538147,0.1177,0.1325
ADSK,2026-06-30,institution,Vanguard Capital Management LLC,13797791,3472352133,0.0654,0.0013
ADSK,2026-06-30,institution,Vanguard Portfolio Management LLC,11606318,2920846030,0.055,0.336
ADSK,2026-06-30,institution,State Street Corporation,10268172,2584088203,0.048699997,0.028499998
ADSK,2026-03-31,institution,Invesco Ltd.,7082526,1782388519,0.0336,-0.0134000005
ADSK,2026-06-30,institution,"Geode Capital Management, LLC",6891840,1734400479,0.0327,0.183
ADSK,2026-03-31,institution,LOOMIS SAYLES & CO L P,5740231,1444586554,0.0272,-0.0098
ADSK,2026-06-30,institution,JPMORGAN CHASE & CO,5023243,1264149351,0.0238,0.19469999
ADSK,2026-06-30,institution,Ninety One UK Ltd,3799635,956216158,0.018,-0.0561
ADSK,2026-06-30,institution,"FMR, LLC",3803875,957283196,0.018,-0.245
ADSK,2026-03-31,fund,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,6732688,1694348286,0.0319,0.011
